#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#TIC ID, RA, Dec, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority, eneg_EBV, epos_EBV, EBVflag, eneg_Mass, epos_Mass, eneg_Rad, epos_Rad, eneg_rho, epos_rho, eneg_logg, epos_logg, eneg_lum, epos_lum, eneg_dist, epos_dist, distflag, eneg_Teff, epos_Teff, TeffFlag, gaiabp, e_gaiabp, gaiarp, e_gaiarp, gaiaqflag, starchareFlag, VmagFlag, BmagFlag, splists, e_RA, e_Dec, RA_orig, Dec_orig, e_RA_orig, e_Dec_orig, raddflag, wdflag, dstArcSec
#@string, ra, dec, float, float, float, string, string, string, string, string, string, string, string, string, string, string, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, string, float, float, float, float, int, string, string, string, string, float, float, float, float, float, float, int, int, float
ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,dstArcSec
165722603,231.232390373243,58.9660705419143,-8.1,16.2,2.2711,STAR,tmgaia2,20190415,75458,3875-01620-1,745-050096,15245578+5857577,,J152455.80+585758.1,1614731957530945280,,,0.7,0.8,31.92,0.51,4.467,0.016,3.29668,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.293,0.22,0.724,0.146,0.671,0.2,-1.54,NaN,-0.467,NaN,0.74,0.045,0.624,0.009,2.96828,0.00516057,1.4762,4534.07,6.13359,NaN,NaN,0.0892006,0.0275461,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,31.32832,0.500546,NaN,NaN,0,NaN,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,hip,NaN,NaN,spect,3.58329,3.58329,2.1772,0.0197774,0,,sirful,tycho2b3,,12.4672466777646,12.4033770456191,231.23232272646,58.9661402919325,0.276437002103125,0.289416889264964,0,0,0.0208081104225366
