Source	RA_ICRS	DE_ICRS	rest	b_rest	B_rest	rlen	ResFlag	ModFlag
1614731957530945280	231.23232272646	+58.96614029193	   31.649250368222798	   31.353356787286600	   31.950680597882801	437.854047016883	1	1

