solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,distance
1635721458409799680,Gaia DR2 6583094222249556224,6583094222249556224,410052107,2015.5,321.596227504893,0.0857202409463305,-37.8294781686244,0.0866616058525387,12.6896278805699,0.11934528828158,106.327,168.273495470245,0.157901963651304,-10.8052915817128,0.151075521321674,0.5781016,0.09576562,-0.287214,-0.4430073,0.03605807,-0.3616256,-0.5076259,-0.4740812,-0.3333101,0.5213739,269,269,241,28,45.24519,3211.528,0.383744375666146,65.681414770924,31,True,6.194483,1.45635805399603,0.0199394102968118,0.09492682,32,12,0.1080451,0,39,True,288,148965286.43608,224731.159664162,662.86,5.255653,27,60003028.1942936,75047.1913320413,799.5373,5.905955,26,116525146.749518,494687.523874256,235.553,4.595871,1.185029,0,1.310084,0.6503024,0.6597819,-83.4973141134159,0.158422119529444,16,4500,3,0,NOT_AVAILABLE,5.44966482021776,-46.015337351574,100001,4643.5,4525,4780,0.227,0.0996,0.6891,0.1007,0.0579,0.203,200111,10.30512,9.724967,10.85192,44.48183,43.98398,44.97967,0.0435768597947578
