solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url
1635721458409799680,"Gaia DR2 1614731957530945280",1614731957530945280,345572993,2015.5,231.23232272646018,0.27643700210312466,58.96614029193247,0.28941688926496434,31.572666656705408,0.2958934949937975,106.702805,-8.58659666969569,0.6657756609994354,18.505357262556192,0.6213301782103035,-0.04761431,-0.09166626,-0.03900885,0.09035806,0.20978941,0.13240808,-0.20963345,0.16638987,-0.03186755,-0.068217844,255,255,240,15,198.24275,83939.5,1.8296042010392468,1559.1238472019838,31,false,0.26533854,2.108595794772831,0.09871308857571881,0.13011675,29,17,0.33468735,0,60,false,404,1.3693270597038603E9,4651366.934205188,294.3924,2.8470976,53,4.166235930230381E8,7541105.181353147,55.24702,3.8020284,55,8.578557309460683E8,6900104.080323328,124.32504,2.4283843,0.93073404,0,1.3736441,0.9549308,0.41871333,-12.313011134097826,0.9822862469203694,3,4500.0,3.0,0.0,"NOT_AVAILABLE",93.97118882676651,48.627766530952904,184.9495075450691,71.09356950915183,101001,4642.0,3940.0,5791.5,,,,,,,200111,12.568771,8.074599,17.446594,66.0847,65.3535,66.8159,"https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+1614731957530945280",
